run_id,model_role,participant_key,observations,score_energy,score_share,leverage,leverage_share,score_rank,leverage_rank
main__glasses__all_available,additive,RISE::RISE_S004,142,84.21289736894298,0.00520906076708628,0.12373935708484106,0.010311613090403493,22,20
main__glasses__all_available,additive,IZTECH::IZTECH_S013,118,77.68215057079001,0.004805095840229614,0.0945525824483413,0.007879381870695163,23,54
main__glasses__all_available,additive,KNUST::KNUST_S004,65,77.27245804135651,0.004779753958542648,0.033359125327054096,0.0027799271105878607,24,133
main__glasses__all_available,additive,MPI::MPI_S222,133,77.08505926072739,0.004768162246744652,0.07008147470933931,0.005840122892444984,25,82
main__glasses__all_available,additive,BAUA::BAUA_S005,114,77.00458329905504,0.004763184337330083,0.08506194189212307,0.007088495157676972,26,65
main__glasses__all_available,additive,IZTECH::IZTECH_S014,136,72.96858345759988,0.004513534116438338,0.10230906507782518,0.008525755423152159,27,43
main__glasses__all_available,additive,BAUA::BAUA_S025,96,68.90785423143429,0.004262354238312203,0.06439568729866636,0.0053663072748889006,28,88
main__glasses__all_available,additive,FUSPCEU::FUSPCEU_S004,118,67.88364392764139,0.004199000834291922,0.08796286484805166,0.007330238737337689,29,62
main__glasses__all_available,additive,BAUA::BAUA_S004,135,66.31388507964749,0.004101902058637075,0.11894389281220392,0.009911991067683729,30,25
main__glasses__all_available,additive,TUM::TUM_S001,140,66.27357807594512,0.0040994088344613894,0.1374231968373745,0.011451933069781288,31,13
main__glasses__all_available,additive,TUM::TUM_S008,132,65.57434766285984,0.004056157339432086,0.11953837216669101,0.009961531013890986,32,24
main__glasses__all_available,additive,RISE::RISE_S003,141,62.99497998213662,0.0038966083462335602,0.11759045605496322,0.009799204671247003,33,26
main__glasses__all_available,additive,MPI::MPI_S216,144,58.07742579309665,0.0035924288274607526,0.07365776955619,0.006138147463015876,34,78
main__glasses__all_available,additive,TUM::TUM_S005,137,55.456876106125044,0.003430332486055947,0.12340992671809513,0.010284160559841332,35,21
main__glasses__all_available,additive,THUAS::THUAS_S015,141,55.437972926680224,0.0034291632137295504,0.14229501501359998,0.011857917917800082,36,9
main__glasses__all_available,additive,THUAS::THUAS_S007,112,51.79275212943861,0.0032036849647258422,0.11088792378704188,0.009240660315586888,37,31
main__glasses__all_available,additive,KNUST::KNUST_S010,138,47.51482251725677,0.0029390699710207186,0.10532208614036519,0.00877684051169716,38,39
